Date,Ticker,Open,High,Low,Close,Volume
2023-02-13 00:00:00-05:00,JPM,135.8270837,137.201689,135.2887763,137.0478973,7134600
2023-02-14 00:00:00-05:00,JPM,136.9806039,138.2398619,136.1154691,137.6534882,9249400
2023-02-15 00:00:00-05:00,JPM,136.1250772,138.3167657,135.8270866,138.2302551,6728300
2023-02-16 00:00:00-05:00,JPM,137.374728,137.8361323,136.1923586,136.3269501,8165300
2023-02-17 00:00:00-05:00,JPM,135.519476,137.2978266,134.6447338,136.7306824,7948800
2023-02-21 00:00:00-05:00,JPM,135.240697,135.8655148,133.3758361,134.221756,9996300
2023-02-22 00:00:00-05:00,JPM,133.5392483,134.0294894,132.1165769,133.1931915,11107500
2023-02-23 00:00:00-05:00,JPM,133.3566145,134.7408418,132.5972197,134.2602081,8068000
2023-02-24 00:00:00-05:00,JPM,133.7219211,135.8847729,133.5488853,135.4714203,9126900
2023-02-27 00:00:00-05:00,JPM,136.6057118,137.7592297,136.2308181,136.6537781,10014700
2023-02-28 00:00:00-05:00,JPM,137.4035606,138.1917922,136.4038343,137.7976837,11019800
2023-03-01 00:00:00-05:00,JPM,136.5961191,137.9034435,136.3077359,137.0286865,7139200
2023-03-02 00:00:00-05:00,JPM,136.7306839,136.9133124,134.1352502,135.6060028,11106800
2023-03-03 00:00:00-05:00,JPM,136.028939,138.1725758,135.6156011,138.0956726,9513100
2023-03-06 00:00:00-05:00,JPM,137.8841891,138.4609407,137.1344017,137.288208,9261300
2023-03-07 00:00:00-05:00,JPM,136.5095966,136.7979798,132.4722759,133.2509003,11747600
2023-03-08 00:00:00-05:00,JPM,132.6549123,133.2220566,131.5879048,132.4626617,10002500
2023-03-09 00:00:00-05:00,JPM,131.4629227,132.0300816,124.214973,125.2915878,25888100
2023-03-10 00:00:00-05:00,JPM,123.9650567,130.0210299,122.869205,128.4733887,37599700
2023-03-13 00:00:00-04:00,JPM,126.1278918,128.6944738,124.3976077,126.1663361,42901100
2023-03-14 00:00:00-04:00,JPM,130.0402628,130.2805797,126.2048003,129.4058228,29648100
2023-03-15 00:00:00-04:00,JPM,125.9067931,125.9164152,121.8214142,123.2921448,34280600
2023-03-16 00:00:00-04:00,JPM,123.0518367,126.8392327,121.1389166,125.6857147,24558500
2023-03-17 00:00:00-04:00,JPM,123.4075141,123.5036321,120.590993,120.9370499,38396000
2023-03-20 00:00:00-04:00,JPM,122.0713464,124.4552929,121.1293085,122.215538,22875500
2023-03-21 00:00:00-04:00,JPM,125.5319059,126.6277501,125.1474048,125.4934616,17807800
2023-03-22 00:00:00-04:00,JPM,125.5030714,125.599204,122.1578649,122.2539902,17250200
2023-03-23 00:00:00-04:00,JPM,122.946103,124.5129662,121.1389156,121.9271545,16677600
2023-03-24 00:00:00-04:00,JPM,120.764021,120.8120873,118.3416304,120.0719147,22311100
2023-03-27 00:00:00-04:00,JPM,121.8790858,124.368772,121.3984521,123.5132446,18853900
2023-03-28 00:00:00-04:00,JPM,123.7247241,124.3303126,122.7922863,123.8881378,10820500
2023-03-29 00:00:00-04:00,JPM,125.0608846,125.176232,122.8211227,124.1380615,14595300
2023-03-30 00:00:00-04:00,JPM,124.9167016,125.0801153,122.7057909,123.7631836,12134700
2023-03-31 00:00:00-04:00,JPM,124.6379384,125.2915932,123.8593141,125.2627563,13105200
2023-04-03 00:00:00-04:00,JPM,124.8782516,126.3489895,124.3976179,125.1185684,11775400
2023-04-04 00:00:00-04:00,JPM,125.4453913,125.5319018,122.4750786,123.4459534,11579900
2023-04-05 00:00:00-04:00,JPM,122.8452929,124.1531794,122.5158931,123.6300278,9614700
2023-04-06 00:00:00-04:00,JPM,123.0390574,124.0853756,122.9034244,123.4944,8760200
2023-04-10 00:00:00-04:00,JPM,122.5934121,124.2306985,122.2833927,123.9013062,9477300
2023-04-11 00:00:00-04:00,JPM,124.298518,124.9185568,123.5622192,124.5116577,10516300
2023-04-12 00:00:00-04:00,JPM,125.1510561,126.3620704,124.065992,124.4922714,11821000
2023-04-13 00:00:00-04:00,JPM,124.4535339,125.0154316,122.8743664,124.9670029,12450200
2023-04-14 00:00:00-04:00,JPM,130.9348666,134.7810494,130.6926637,134.4032135,43931300
2023-04-17 00:00:00-04:00,JPM,135.5851705,135.6917404,133.3665986,135.4689178,16050500
2023-04-18 00:00:00-04:00,JPM,135.8951823,137.3580823,134.6938509,136.9899292,13760100
2023-04-19 00:00:00-04:00,JPM,136.8252346,137.0868178,136.0211193,136.8155518,9158100
2023-04-20 00:00:00-04:00,JPM,135.5464257,137.0190086,135.4786018,136.4183502,10586200
2023-04-21 00:00:00-04:00,JPM,135.3817314,136.7089985,134.4516658,136.1567688,11842500
2023-04-24 00:00:00-04:00,JPM,136.0792671,136.6993059,135.6723533,136.3408356,7567500
2023-04-25 00:00:00-04:00,JPM,135.2460957,135.5948684,133.3375358,133.3762817,10629300
2023-04-26 00:00:00-04:00,JPM,133.3278338,133.5119103,129.8207409,131.0123749,14416100
2023-04-27 00:00:00-04:00,JPM,131.7583645,133.608798,131.4289721,132.7756195,9041100
2023-04-28 00:00:00-04:00,JPM,132.3008864,134.006004,131.4386448,133.9284973,9881800
2023-05-01 00:00:00-04:00,JPM,137.8231262,138.8985077,136.4377328,136.7961884,20415800
2023-05-02 00:00:00-04:00,JPM,136.9899595,137.9684687,134.1125878,134.5873108,14113400
2023-05-03 00:00:00-04:00,JPM,134.1222659,134.3450884,131.5258434,131.7389832,12930900
2023-05-04 00:00:00-04:00,JPM,130.750794,131.4870854,127.6990292,129.9369812,17089200
2023-05-05 00:00:00-04:00,JPM,132.1846496,133.5797406,131.6711807,132.475296,11259100
2023-05-08 00:00:00-04:00,JPM,133.2018972,133.6669226,132.2233882,132.7949982,7484900
2023-05-09 00:00:00-04:00,JPM,131.6905233,132.678715,130.9929927,132.1555634,7343600
2023-05-10 00:00:00-04:00,JPM,133.6475273,133.7540972,130.6635865,132.2233734,8133400
2023-05-11 00:00:00-04:00,JPM,130.7895232,132.5430692,130.6926361,131.806778,7057300
2023-05-12 00:00:00-04:00,JPM,132.5527705,132.7174666,128.9778544,129.9176025,9986400
2023-05-15 00:00:00-04:00,JPM,130.0823241,131.4386543,129.7819949,131.0123749,7639500
2023-05-16 00:00:00-04:00,JPM,131.2352277,131.7002532,129.7820103,130.1307831,6477200
2023-05-17 00:00:00-04:00,JPM,131.6614706,134.2675758,131.235206,134.1319427,12711500
2023-05-18 00:00:00-04:00,JPM,133.9575665,135.3720229,133.4634632,135.1492004,10999600
2023-05-19 00:00:00-04:00,JPM,135.4301479,136.1083278,133.8219322,134.8391724,13490700
2023-05-22 00:00:00-04:00,JPM,136.6024077,137.2224464,133.3665811,133.7250366,11402500
2023-05-23 00:00:00-04:00,JPM,133.2503086,134.6938429,132.2040054,132.3299408,9514900
2023-05-24 00:00:00-04:00,JPM,131.1770533,132.0974359,130.8670414,131.118927,8578000
2023-05-25 00:00:00-04:00,JPM,130.6151787,132.0199525,130.3826586,131.4386597,8472500
2023-05-26 00:00:00-04:00,JPM,131.8649216,133.3084559,131.3998963,132.6690369,8579900
2023-05-30 00:00:00-04:00,JPM,132.5333868,133.4246914,131.7777152,133.1728058,7399900
2023-05-31 00:00:00-04:00,JPM,132.4655787,132.5721486,130.2082464,131.4774017,14219900
2023-06-01 00:00:00-04:00,JPM,132.26214,133.9187993,131.2255047,133.2890778,12248100
2023-06-02 00:00:00-04:00,JPM,135.2073064,137.0674223,134.9941667,136.0889282,12917200
2023-06-05 00:00:00-04:00,JPM,135.7401755,135.7401755,133.8219329,134.7519836,8511900
2023-06-06 00:00:00-04:00,JPM,134.3547673,135.7304926,133.8994395,134.9941864,9329500
2023-06-07 00:00:00-04:00,JPM,135.197649,136.864006,134.5001035,136.3020935,9281400
2023-06-08 00:00:00-04:00,JPM,136.2827092,136.495849,135.1298212,136.3408356,7368100
2023-06-09 00:00:00-04:00,JPM,135.9726868,137.3774604,135.8370538,136.6120911,7249100
2023-06-12 00:00:00-04:00,JPM,136.6702562,136.9124591,135.4011006,136.6024323,7596600
2023-06-13 00:00:00-04:00,JPM,136.0986137,138.4140722,135.7692214,137.5905914,7701600
2023-06-14 00:00:00-04:00,JPM,138.5400485,139.1310241,136.3117791,137.0771484,9068700
2023-06-15 00:00:00-04:00,JPM,136.2051991,138.927557,135.6626671,138.6272278,9343100
2023-06-16 00:00:00-04:00,JPM,138.588489,139.4797938,138.0556397,138.7919312,13812100
2023-06-20 00:00:00-04:00,JPM,138.1622082,138.5400441,136.6411671,138.0847015,8428600
2023-06-21 00:00:00-04:00,JPM,138.4431537,139.5282327,137.2709001,137.8812561,9926500
2023-06-22 00:00:00-04:00,JPM,137.871582,138.1525456,134.6163743,135.2267303,10075200
2023-06-23 00:00:00-04:00,JPM,134.2191263,134.839165,133.3278215,134.5194702,9907500
2023-06-26 00:00:00-04:00,JPM,134.5388502,135.6432947,133.3956597,134.848877,8429700
2023-06-27 00:00:00-04:00,JPM,134.6647765,135.4785744,134.2191167,134.8585358,8154000
2023-06-28 00:00:00-04:00,JPM,134.8198078,134.8682513,133.657237,134.2675781,7558600
2023-06-29 00:00:00-04:00,JPM,135.701427,139.0825695,135.4882873,138.9566193,15423200
2023-06-30 00:00:00-04:00,JPM,140.0901478,141.446478,139.1794626,140.9039459,14208500
2023-07-03 00:00:00-04:00,JPM,141.6305308,142.8802909,141.4464543,142.0374298,8021600
2023-07-05 00:00:00-04:00,JPM,141.38389,141.8618583,140.8181186,141.0912476,8934900
2023-07-06 00:00:00-04:00,JPM,139.5109789,139.8718961,137.9697427,139.6963196,9709500
2023-07-07 00:00:00-04:00,JPM,140.3791717,142.261812,139.491495,140.7986145,8977500
2023-07-10 00:00:00-04:00,JPM,140.9546684,142.4081164,140.9546684,141.5887146,9100100
2023-07-11 00:00:00-04:00,JPM,142.7495356,144.1932345,142.1350028,143.8030396,11265600
2023-07-12 00:00:00-04:00,JPM,143.832299,146.1929223,143.3933428,144.5151215,11323200
2023-07-13 00:00:00-04:00,JPM,145.0516258,145.7051854,144.1249371,145.217453,11234900
2023-07-14 00:00:00-04:00,JPM,147.831709,149.1388284,144.7687498,146.0953827,27011600
2023-07-17 00:00:00-04:00,JPM,146.6611487,149.9777233,146.6611487,149.616806,17262400
2023-07-18 00:00:00-04:00,JPM,149.6168094,150.6117728,149.0705514,149.8899384,13491700
2023-07-19 00:00:00-04:00,JPM,149.0022719,151.4019223,148.4852767,150.4654694,12510000
2023-07-20 00:00:00-04:00,JPM,150.7385992,152.7480546,150.6215482,152.3188477,9935900
2023-07-21 00:00:00-04:00,JPM,151.9774514,152.3091059,150.8946846,151.1483002,10633100
2023-07-24 00:00:00-04:00,JPM,151.1677864,154.8940543,150.9336694,154.1234436,14381400
2023-07-25 00:00:00-04:00,JPM,153.4406311,153.8503246,152.1335117,152.9724121,9944700
2023-07-26 00:00:00-04:00,JPM,152.865117,154.3673264,152.4456593,153.8893433,8728600
2023-07-27 00:00:00-04:00,JPM,153.8991108,154.884325,151.7335774,152.1920471,10778400
2023-07-28 00:00:00-04:00,JPM,153.4211132,153.7332691,152.6017262,153.0601959,9103800
2023-07-31 00:00:00-04:00,JPM,153.323581,155.4696159,153.2943182,154.0844574,8892700
2023-08-01 00:00:00-04:00,JPM,153.5674288,154.123451,152.318835,153.3235626,6853900
2023-08-02 00:00:00-04:00,JPM,151.7433277,151.8701429,150.1630792,151.5872498,8299400
2023-08-03 00:00:00-04:00,JPM,151.1970629,153.0699538,150.5630167,152.5139465,6084000
2023-08-04 00:00:00-04:00,JPM,152.5627137,153.9283736,151.8798912,152.1920471,6206600
2023-08-07 00:00:00-04:00,JPM,152.7578163,153.8308188,152.7578163,152.9138794,7251800
2023-08-08 00:00:00-04:00,JPM,150.5337429,152.1530033,148.846178,152.0554657,8623400
2023-08-09 00:00:00-04:00,JPM,151.5092139,151.7043039,149.7045979,150.0167389,6277800
2023-08-10 00:00:00-04:00,JPM,150.5922773,151.6262677,149.3339192,149.7923889,5995100
2023-08-11 00:00:00-04:00,JPM,149.2753946,150.7288427,148.8852146,150.660553,5178000
2023-08-14 00:00:00-04:00,JPM,149.8411743,151.1190311,149.1681011,150.9727173,5044300
2023-08-15 00:00:00-04:00,JPM,149.0998072,149.5095006,146.5440792,147.129364,10300300
2023-08-16 00:00:00-04:00,JPM,146.9050407,147.2562087,146.0075997,146.5050964,6978200
2023-08-17 00:00:00-04:00,JPM,147.1781332,147.5487997,144.7589698,144.9833374,9953900
2023-08-18 00:00:00-04:00,JPM,144.0273817,145.8319976,143.8225424,145.3150024,8516900
2023-08-21 00:00:00-04:00,JPM,145.9782967,146.4172678,144.3882993,145.8124695,8327000
2023-08-22 00:00:00-04:00,JPM,145.5978878,145.9685692,142.2715637,142.788559,9682000
2023-08-23 00:00:00-04:00,JPM,142.7592937,143.9688607,141.8911306,143.7542572,7858000
2023-08-24 00:00:00-04:00,JPM,143.8810554,145.7441967,143.3835738,143.6176758,6534000
2023-08-25 00:00:00-04:00,JPM,143.6664609,144.9735802,142.2715533,143.4421082,6695500
2023-08-28 00:00:00-04:00,JPM,143.9493699,144.9638469,143.5201629,143.9396057,5094100
2023-08-29 00:00:00-04:00,JPM,144.085927,145.1979564,143.5689169,145.1101532,6337000
2023-08-30 00:00:00-04:00,JPM,144.9735773,145.4905725,143.5786698,144.5248718,6277300
2023-08-31 00:00:00-04:00,JPM,144.6224167,144.7102198,142.3788594,142.7397766,10933900
2023-09-01 00:00:00-04:00,JPM,142.5056733,144.4468539,142.1252426,143.2177734,7902100
2023-09-05 00:00:00-04:00,JPM,143.5494301,144.5736713,141.4521715,141.6375122,7854700
2023-09-06 00:00:00-04:00,JPM,141.1497814,141.9691685,140.5742607,141.4034119,8629200
2023-09-07 00:00:00-04:00,JPM,140.5937613,141.7057907,139.8719119,140.1938171,8373700
2023-09-08 00:00:00-04:00,JPM,139.8524118,140.5840105,139.1500758,140.3011322,7107900
2023-09-11 00:00:00-04:00,JPM,141.1985429,141.4911854,140.1645525,140.9156647,6854200
2023-09-12 00:00:00-04:00,JPM,140.9546902,143.7055086,140.515734,142.7495422,8363200
2023-09-13 00:00:00-04:00,JPM,143.7250006,144.0761685,142.2423046,142.8178253,8325900
2023-09-14 00:00:00-04:00,JPM,144.2127257,146.222181,143.9005847,145.5881348,10034900
2023-09-15 00:00:00-04:00,JPM,145.2662373,146.0563615,144.6712031,145.1589355,19824100
2023-09-18 00:00:00-04:00,JPM,144.524881,145.4808324,144.1249368,145.461319,6512400
2023-09-19 00:00:00-04:00,JPM,145.8319926,146.046596,143.5981846,145.2759705,7943400
2023-09-20 00:00:00-04:00,JPM,145.978322,146.5636069,144.5053753,144.6614532,7332000
2023-09-21 00:00:00-04:00,JPM,143.9591142,145.1979588,143.0324255,143.5299072,8052400
2023-09-22 00:00:00-04:00,JPM,143.6762181,143.8908216,141.6277507,142.1544952,7071700
2023-09-25 00:00:00-04:00,JPM,141.7838395,142.9251317,140.1743134,142.856842,7044700
2023-09-26 00:00:00-04:00,JPM,141.0522399,142.2618069,140.6913078,141.3741302,7468400
2023-09-27 00:00:00-04:00,JPM,141.6277416,142.505654,140.9644178,142.2032623,6717800
2023-09-28 00:00:00-04:00,JPM,142.6910002,145.2174507,142.4276205,143.9688568,8868100
2023-09-29 00:00:00-04:00,JPM,144.9540799,145.110143,141.3058361,141.4619141,11915700
2023-10-02 00:00:00-04:00,JPM,141.2765899,142.0472007,139.13057,140.2425995,9170600
2023-10-03 00:00:00-04:00,JPM,139.6865865,140.0670173,138.8574502,139.2086182,9431100
2023-10-04 00:00:00-04:00,JPM,139.676823,139.949952,138.4477277,139.832901,8128700
2023-10-05 00:00:00-04:00,JPM,139.5773949,140.6190299,138.3883815,140.4224854,8576200
2023-10-06 00:00:00-04:00,JPM,140.4323321,143.3508416,139.6756776,142.5843658,10269400
2023-10-09 00:00:00-04:00,JPM,141.1693147,142.8791381,141.0120851,142.2600708,6964900
2023-10-10 00:00:00-04:00,JPM,142.8987934,144.2253939,142.7612213,143.1248016,11288800
2023-10-11 00:00:00-04:00,JPM,143.9699091,144.6774274,142.5057512,143.6161499,8698200
2023-10-12 00:00:00-04:00,JPM,143.7635383,144.4120992,142.6138248,143.2820282,10484400
2023-10-13 00:00:00-04:00,JPM,145.9254134,150.4554891,145.2768524,145.434082,29427000
2023-10-16 00:00:00-04:00,JPM,146.8589334,146.927727,144.1762685,145.2866821,12663500
2023-10-17 00:00:00-04:00,JPM,145.0115439,146.7213674,144.2450532,144.972229,11482700
2023-10-18 00:00:00-04:00,JPM,144.0485135,144.9230826,142.8496638,143.3803101,9620300
2023-10-19 00:00:00-04:00,JPM,142.9577654,144.4710744,142.3681768,142.7710571,11143600
2023-10-20 00:00:00-04:00,JPM,142.0635423,142.6236522,139.6560069,140.4716187,13332000
2023-10-23 00:00:00-04:00,JPM,140.4618031,141.1889639,138.2901121,138.5554352,10133400
2023-10-24 00:00:00-04:00,JPM,138.7421459,139.2727771,137.926534,138.7224884,8881400
2023-10-25 00:00:00-04:00,JPM,138.1329014,138.7323113,137.0912664,137.9658356,8242600
2023-10-26 00:00:00-04:00,JPM,137.3369175,139.2138066,137.012637,138.3195801,9109400
2023-10-27 00:00:00-04:00,JPM,136.5409687,136.688377,132.8461626,133.3374939,17434700
2023-10-30 00:00:00-04:00,JPM,134.0745009,135.6467522,133.6814268,135.0375061,9855500
2023-10-31 00:00:00-04:00,JPM,135.3224927,136.8259655,135.0866482,136.6490784,9672500
2023-11-01 00:00:00-04:00,JPM,136.8357815,138.0935885,136.0693058,136.5311584,9432000
2023-11-02 00:00:00-04:00,JPM,137.6612117,139.0271123,136.8161212,138.9681549,10186200
2023-11-03 00:00:00-04:00,JPM,139.7247976,141.2774064,139.390696,140.520752,9533100
2023-11-06 00:00:00-05:00,JPM,140.6878198,141.69014,140.3144032,141.5820465,7625100
2023-11-07 00:00:00-05:00,JPM,141.0219133,141.7589103,140.3438887,141.5132446,6297900
2023-11-08 00:00:00-05:00,JPM,141.6115127,142.3288522,141.1300026,142.2109375,7618200
2023-11-09 00:00:00-05:00,JPM,142.9184622,143.124813,141.2086237,141.7883911,7992500
2023-11-10 00:00:00-05:00,JPM,142.4271234,143.9404173,141.582033,143.8912811,7983300
2023-11-13 00:00:00-05:00,JPM,143.1739334,143.7144008,142.6433022,143.2525482,6676300
2023-11-14 00:00:00-05:00,JPM,144.1369591,146.6624095,143.9797445,145.8664551,9927700
2023-11-15 00:00:00-05:00,JPM,145.8860987,147.5566221,145.8860987,147.1439056,8365300
2023-11-16 00:00:00-05:00,JPM,147.4878426,148.9028793,147.4878426,148.8242645,8126200
2023-11-17 00:00:00-05:00,JPM,149.5612559,150.2098169,148.912695,150.170517,7812400
2023-11-20 00:00:00-05:00,JPM,149.4433413,151.0843862,149.2861117,150.6323547,7019000
2023-11-21 00:00:00-05:00,JPM,150.5439098,150.9664625,149.9248426,150.3179016,7083500
2023-11-22 00:00:00-05:00,JPM,150.7502915,151.2121441,150.2491239,150.6716766,5174500
2023-11-24 00:00:00-05:00,JPM,150.9271574,151.7624266,150.6225343,150.8780212,3496900
2023-11-27 00:00:00-05:00,JPM,150.7699176,150.8681898,150.0624143,150.5340881,6259100
2023-11-28 00:00:00-05:00,JPM,150.563577,151.2023017,150.0722456,150.8780212,6582700
2023-11-29 00:00:00-05:00,JPM,151.4971076,152.9318017,151.3300567,151.644516,9126100
2023-11-30 00:00:00-05:00,JPM,152.2242794,153.4231291,151.7034694,153.3739929,9869800
2023-12-01 00:00:00-05:00,JPM,153.1184987,155.1231239,153.1184987,154.1208038,8913000
2023-12-04 00:00:00-05:00,JPM,153.3150383,155.3098424,153.1774661,155.250885,9607500
2023-12-05 00:00:00-05:00,JPM,154.5335346,155.7520417,154.248569,155.2312317,9135600
2023-12-06 00:00:00-05:00,JPM,156.0861261,156.4595427,153.2953678,153.5999908,9366000
2023-12-07 00:00:00-05:00,JPM,153.9734133,154.5826593,153.442767,154.0716705,8130900
2023-12-08 00:00:00-05:00,JPM,154.5335182,156.0271696,154.2583739,155.7716827,7366200
2023-12-11 00:00:00-05:00,JPM,155.7716981,156.5381738,155.4081027,156.3416443,8093900
2023-12-12 00:00:00-05:00,JPM,156.4693715,157.8647507,156.1254486,157.7370148,10223000
2023-12-13 00:00:00-05:00,JPM,157.7370079,159.2208231,157.000011,158.2676392,12379100
2023-12-14 00:00:00-05:00,JPM,159.0243108,161.9821202,158.906396,161.1468658,13643000
2023-12-15 00:00:00-05:00,JPM,160.2526225,162.4144773,159.5745829,162.3653412,20305900
2023-12-18 00:00:00-05:00,JPM,163.0433842,164.2324126,162.7584186,163.3480072,8469600
2023-12-19 00:00:00-05:00,JPM,163.1219901,165.5491679,162.679795,165.5295105,10345700
2023-12-20 00:00:00-05:00,JPM,165.0775123,166.4728915,163.5642033,163.6624756,10734700
2023-12-21 00:00:00-05:00,JPM,163.9474321,165.1757604,162.8075398,164.595993,7601700
2023-12-22 00:00:00-05:00,JPM,164.5959987,165.3133383,164.3306756,164.4977264,6574900
2023-12-26 00:00:00-05:00,JPM,164.5566967,165.8439824,164.2815374,165.4705658,4683600
2023-12-27 00:00:00-05:00,JPM,164.9300919,166.5318368,164.674605,166.4630432,6428600
2023-12-28 00:00:00-05:00,JPM,166.4139162,167.7012018,166.0699783,167.3474426,6320100
2023-12-29 00:00:00-05:00,JPM,167.0526524,167.7306921,166.689072,167.1509247,6431800
2024-01-02 00:00:00-05:00,JPM,166.1584215,169.1850242,165.9815494,169.0965881,9977400
2024-01-03 00:00:00-05:00,JPM,168.8804139,169.057286,167.4162411,168.3596039,9852300
2024-01-04 00:00:00-05:00,JPM,168.7155322,171.3949756,168.616654,169.4768524,11972500
2024-01-05 00:00:00-05:00,JPM,169.536183,171.4246459,169.536183,170.3271637,10064200
2024-01-08 00:00:00-05:00,JPM,170.0799866,170.4161485,167.5785208,170.0799866,11229900
2024-01-09 00:00:00-05:00,JPM,169.6844858,169.8525668,168.1816391,168.735321,9923600
2024-01-10 00:00:00-05:00,JPM,168.082762,169.1505837,167.0446008,169.0912628,9670200
2024-01-11 00:00:00-05:00,JPM,168.4090245,168.4386849,166.7380818,168.379364,11919500
2024-01-12 00:00:00-05:00,JPM,171.8398928,174.3215797,166.9951458,167.1434631,19429200
2024-01-16 00:00:00-05:00,JPM,163.0106053,166.1942916,162.4470416,166.0954285,17206400
2024-01-17 00:00:00-05:00,JPM,165.4527469,167.163247,164.6123422,165.2055664,11107500
2024-01-18 00:00:00-05:00,JPM,165.2352255,165.6406051,163.3764382,165.5318451,9382300
2024-01-19 00:00:00-05:00,JPM,165.6603993,168.6463444,165.1956986,168.389267,13114400
2024-01-22 00:00:00-05:00,JPM,168.5375871,170.0404339,167.7960455,168.1915283,12837500
2024-01-23 00:00:00-05:00,JPM,167.756476,167.8355756,166.5403521,167.0841522,8360800
2024-01-24 00:00:00-05:00,JPM,167.4499753,169.0813608,166.9556143,168.5771179,9967100
2024-01-25 00:00:00-05:00,JPM,170.366709,171.0390479,168.982504,170.9896088,8873500
2024-01-26 00:00:00-05:00,JPM,170.6633315,171.1082535,169.8426903,170.3370514,7443000
2024-01-29 00:00:00-05:00,JPM,170.297503,170.8907272,169.3681018,170.7819672,6971200
2024-01-30 00:00:00-05:00,JPM,170.8808371,174.7665076,170.8808371,174.2820435,10822100
2023-01-03 00:00:00-05:00,V,206.4479037,209.4566324,203.3701301,204.5834808,4202800
2023-01-04 00:00:00-05:00,V,206.783306,210.3148613,206.783306,209.7328491,6606200
2023-01-05 00:00:00-05:00,V,210.9067432,211.261872,207.6119455,208.2531433,5246000
2023-01-06 00:00:00-05:00,V,211.1040458,215.1880207,210.2063568,214.803299,6829700
2023-01-09 00:00:00-05:00,V,216.1054409,219.2029482,215.3951831,215.6417999,6294500
2023-01-10 00:00:00-05:00,V,216.0265109,219.3804942,215.2274596,218.0980835,10857000
2023-01-11 00:00:00-05:00,V,218.2953701,219.1733255,216.7268905,219.0944214,5408200
2023-01-12 00:00:00-05:00,V,219.0944219,220.7812728,217.62458,220.5938416,4264400
2023-01-13 00:00:00-05:00,V,218.9069961,220.7319518,217.1609445,220.0414276,4283200
2023-01-17 00:00:00-05:00,V,219.3706186,221.3632718,219.3607443,219.9822235,6101100
2023-01-18 00:00:00-05:00,V,221.0476174,221.9453064,216.4704093,216.4901428,6558000
2023-01-19 00:00:00-05:00,V,215.1485696,218.5222867,214.5566831,217.4273071,4853100
2023-01-20 00:00:00-05:00,V,218.1473906,221.3928616,217.4272737,221.2744904,5211000
2023-01-23 00:00:00-05:00,V,221.5606003,223.1389393,220.1302105,221.1462708,5501500
2023-01-24 00:00:00-05:00,V,219.0155096,226.8875158,213.6984506,220.860199,5274900
2023-01-25 00:00:00-05:00,V,218.6209096,221.9255816,218.1770023,221.8565216,4729600
2023-01-26 00:00:00-05:00,V,222.9416342,224.0070208,220.6431634,221.6690979,7043400
